Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
02/07/2015;0;8.888.625;11.3;26.1;19.720.833;12.6;59.458.333;37;7.3;2.316.667
03/07/2015;0;887.975;10.758.333;27;19.954.167;13.5;57.916.667;32;9.9;2.004.167
04/07/2015;.2;888.395.833;10.891.667;28.9;20.854.167;15;56.666.667;28;5.3;14.125
05/07/2015;0;888.166.667;10.895.833;28.1;21.158.333;15.3;54.541.667;29;8.4;1.966.667
06/07/2015;0;888.275;116.875;26.8;21.345.833;17.9;55.166.667;34;7.6;28.625
07/07/2015;0;888.845.833;12.85;23.6;18.966.667;15.2;68.458.333;52;7.5;2.908.333
08/07/2015;0;889.7;134.625;24.7;16.891.667;13.9;82;42;9.8;2.466.667
09/07/2015;.6;889.954.167;126.875;23;172.625;13.6;75.958.333;51;6.8;2.054.167
10/07/2015;0;8.905.125;13.245.833;26.8;19.504.167;12.7;70.416.667;40;9.3;2.458.333
11/07/2015;0;8.904.125;12.433.333;26.6;21.241.667;15.7;58.291.667;36;8.5;2.445.833
12/07/2015;0;889.658.333;11.833.333;26.7;21.391.667;17.5;56.083.333;30;7.4;26.625
13/07/2015;0;8.888.875;11.304.167;27.1;20.625;13.7;58.208.333;32;8.4;2.341.667
14/07/2015;0;889.604.167;12.316.667;26.6;20.816.667;13.6;59.583.333;38;8.7;2.425
15/07/2015;0;890.970.833;11.841.667;26.5;20.995.833;16.3;57.916.667;32;9.8;2.920.833
16/07/2015;0;8.911.625;9.779.167;25.3;19.754.167;15.4;54.791.667;29;10.9;3.675
17/07/2015;0;891.454.167;9.629.167;24.2;18.8;14.6;57.041.667;33;10.4;3.933.333
18/07/2015;0;890.808.333;101.875;23.8;185.375;14;59.291.667;39;10;3.108.333
19/07/2015;0;890.895.833;8.883.333;24.7;19.358.333;15.1;51.583.333;34;9.6;3.075
20/07/2015;0;890.120.833;112.875;24.9;19.233.333;14.4;61.875;39;7.8;26.125
21/07/2015;0;889.508.333;9.475;27.1;19.6;12.3;55.75;27;5.6;13.375
22/07/2015;0;889.441.667;7.954.167;26.6;20.066.667;12;48.666.667;27;7.9;1.995.833
23/07/2015;0;890.966.667;7.854.167;25.5;201.375;15;45.833.333;31;9.6;2.925
24/07/2015;0;890.970.833;9.370.833;25.9;18.670.833;12.6;57.083.333;31;8.3;2.333.333
25/07/2015;0;889.495.833;99.125;27.1;19.883.333;13.3;55.166.667;31;6.2;1.375
26/07/2015;0;888.691.667;98.125;28.1;21.029.167;15.4;51.541.667;27;9.3;.983333
27/07/2015;0;888.416.667;9.45;27.5;21.316.667;14.4;49.333.333;27;8.8;1.579.167
28/07/2015;0;888.991.667;9.345.833;28;22.666.667;16.9;43.916.667;28;7.8;27.125
29/07/2015;0;890.354.167;77.625;27.2;21.216.667;14.7;43.916.667;25;9;2.841.667
30/07/2015;0;890.933.333;7.804.167;25.7;20.145.833;14.8;46.25;29;10.6;34.625
31/07/2015;0;890.404.167;7.483.333;26.9;205.875;15.7;44.291.667;26;9.8;2.675
01/08/2015;0;890.141.667;80.625;26.2;199.875;12.5;48.208.333;27;9;2.75
02/08/2015;0;888.829.167;74.125;26.9;20.416.667;14.6;43.958.333;28;7.7;26.125
03/08/2015;0;889.729.167;6.558.333;27.1;20.416.667;12.2;42.708.333;24;7.8;2.45
04/08/2015;0;890.225;4.816.667;27.3;205.125;11.5;37.541.667;22;7.2;2.3
05/08/2015;0;8.895.125;4.491.667;27.1;20.370.833;12.1;37.375;20;7.9;2.275
06/08/2015;0;888.6;5.004.167;28;20.15;11.7;40.375;20;8.3;1.958.333
07/08/2015;0;888.145.833;4.575;28;20.475;11.9;38.083.333;20;7.6;17.875
08/08/2015;0;888.795.833;6.491.667;26.8;20.966.667;15.7;39.875;25;8.1;3.095.833
09/08/2015;0;889.216.667;7.595.833;25.9;19.925;14.5;46.333.333;30;9.9;3.291.667
10/08/2015;0;890.641.667;9.116.667;25.5;20.079.167;15.3;50.041.667;34;10.9;38.125
11/08/2015;0;891.008.333;8.541.667;25.9;19.520.833;14.1;51.166.667;28;11.5;4.141.667
12/08/2015;0;890.875;62.125;24.6;18.466.667;12.9;46.5;27;11;4.004.167
13/08/2015;0;891.233.333;6.370.833;24.1;178.875;10.6;48.75;30;12.2;3.525
14/08/2015;0;890.858.333;7.325;24.8;18.883.333;13.4;48.541.667;29;11.2;41.875
15/08/2015;0;890.579.167;8.229.167;27.3;20.420.833;14.9;47.333.333;27;10.5;3.004.167
16/08/2015;0;8.905.875;8.883.333;27.3;21.470.833;16.4;46.25;28;9.3;2.995.833
17/08/2015;0;890.345.833;8.429.167;25.9;205.125;15.6;47.791.667;28;10.1;3.554.167
18/08/2015;0;890.095.833;87.625;26.2;20.275;15.6;50;28;9.1;28.375
19/08/2015;0;888.5;8.754.167;28.1;20.754.167;13.7;49.25;25;7.6;20.875
20/08/2015;0;887.270.833;8.045.833;29.8;22.154.167;15.8;43.291.667;23;5.7;1.416.667
21/08/2015;0;887.829.167;76.375;29.7;22.625;16.4;40.041.667;23;6.9;1.854.167
22/08/2015;0;886.483.333;7.566.667;30.6;23.225;16.1;38.791.667;21;7.3;1.6
23/08/2015;0;886.558.333;8.65;30.4;23.05;16.2;42.25;22;7.1;1.929.167
24/08/2015;0;886.591.667;6.916.667;30.7;23.129.167;16;38.25;19;9.6;1.925
25/08/2015;0;886.525;5.733.333;31.3;24.245.833;17.1;31.583.333;17;8.9;2.683.333
26/08/2015;0;887.233.333;5.595.833;31.5;248.125;19.1;30.416.667;18;7.2;2.579.167
27/08/2015;0;8.878.375;72.125;31.5;24.758.333;16.9;34.666.667;18;8.5;2.233.333
28/08/2015;0;889.029.167;10.945.833;29.7;22.729.167;15.7;51.541.667;25;10.3;3.258.333
29/08/2015;0;889.791.667;11.3;29.1;23.154.167;19.4;49.083.333;28;10.9;3.595.833
30/08/2015;0;8.902.875;10.583.333;29.2;23.004.167;18.3;47.625;28;8.8;3.433.333
31/08/2015;0;890.216.667;9.05;29.6;23.154.167;17.8;42.791.667;23;9.1;2.9
01/09/2015;0;889.595.833;5.145.833;30.6;23.008.333;14.2;34.166.667;16;8.9;19.125
02/09/2015;0;887.883.333;3.304.167;31.6;239.875;15.1;29.166.667;13;8.6;2.083.333
03/09/2015;0;887.745.833;4.5;31.6;24.458.333;16.4;29.166.667;15;10.3;2.225
04/09/2015;0;887.479.167;3.354.167;32.7;24.683.333;17.7;27.625;13;8.6;19.625
05/09/2015;0;887.25;3.891.667;32.8;25.075;18.2;26.708.333;14;6.2;1.504.167
06/09/2015;0;886.183.333;6.441.667;32.5;25.05;18.4;31.708.333;15;5.9;16.125
07/09/2015;0;885.333.333;10.125;31.7;25.379.167;20.1;38.916.667;27;10;2.916.667
08/09/2015;1.4;884.854.167;13.8;30;24.420.833;20.9;53.291.667;31;11.4;3.054.167
09/09/2015;0;886.533.333;14.991.667;23.6;20.529.167;18.2;71;53;8.8;3.129.167
10/09/2015;.4;886.408.333;12.5;30.7;22.991.667;15.7;57;27;9;2.383.333
11/09/2015;0;885.9;9.595.833;32.8;25.495.833;18.8;39;20;9.4;21.375
12/09/2015;0;887.441.667;15.333.333;30.8;23.375;18.8;62;33;7.6;2.416.667
13/09/2015;5.8;8.882.125;163.375;28.2;22.245.833;17.9;71;45;7.1;2.370.833
14/09/2015;1;8.888.625;15.625;24.3;21.470.833;19.1;69.875;50;8;1.979.167
15/09/2015;3;8.894.375;15.516.667;29.2;22.841.667;18.6;66.208.333;37;9.2;3.320.833
16/09/2015;0;8.886.125;121.875;31.1;24.520.833;19.4;48.875;20;8.6;2.841.667
17/09/2015;0;887.854.167;7.075;32;25.45;16.9;32.833.333;16;8.5;27.125
18/09/2015;0;887.854.167;52.375;31.8;25.675;17.1;28.625;13;9.9;2.966.667
19/09/2015;0;888.191.667;2.345.833;31.6;24.558.333;15.1;26;11;10.3;25.875
20/09/2015;0;887.6;1.154.167;31.7;24.575;14.5;24.041.667;11;6.6;1.716.667
21/09/2015;0;886.825;1.883.333;32.2;24.541.667;15.3;24.458.333;12;7.3;1.883.333
22/09/2015;0;886.245.833;5.804.167;32.7;250.125;16.8;30.75;15;8.5;1.695.833
23/09/2015;0;885.891.667;9.758.333;32.9;26.454.167;18.5;37.583.333;20;8.6;1.720.833
24/09/2015;0;886.145.833;6.658.333;34.2;26.833.333;18.9;32.208.333;12;8.6;1.883.333
25/09/2015;0;886.520.833;2.095.833;34.9;28.220.833;19.4;19.666.667;11;8.9;2.066.667
26/09/2015;0;886.354.167;8.133.333;33.8;26.458.333;20.6;32.333.333;18;7.6;15.125
27/09/2015;0;885.779.167;7.904.167;34.1;27.1;20.2;33.875;13;9.7;2.366.667
28/09/2015;0;885.216.667;111.625;30.9;24.770.833;20.6;44.5;22;9.1;2.033.333
29/09/2015;6.8;886.216.667;16.545.833;26.8;20.029.167;17.7;80.708.333;42;11.4;26.875
30/09/2015;.6;885.466.667;12.804.167;30.8;229.375;16.4;57.916.667;23;7.6;24.375
01/10/2015;0;885.204.167;8.045.833;32.3;25.308.333;16.3;38.125;16;9.1;2.333.333
02/10/2015;0;885.670.833;6.291.667;32.6;26.266.667;20;28.916.667;17;9.9;2.691.667
03/10/2015;0;885.875;5.55;34;26.720.833;17.9;28.625;14;8.1;2.154.167
04/10/2015;0;886.379.167;10.975;33.2;26.45;21;39.416.667;24;5.9;1.679.167
05/10/2015;0;886.433.333;13.054.167;32.8;265.875;21.8;45.125;25;8.5;25.625
06/10/2015;0;886.433.333;13.520.833;32.7;25.391.667;21.3;50.416.667;26;13.3;3.079.167
07/10/2015;11.6;887.125;15.958.333;30.3;23.05;17.6;67.416.667;35;8.7;2.3
08/10/2015;0;886.729.167;13.370.833;31.5;245.875;17.6;54.333.333;26;9.2;21.875
09/10/2015;0;886.079.167;8.9;32.8;26.704.167;21.2;34.541.667;19;7.3;24.875
10/10/2015;0;886.708.333;37.125;32.9;26.579.167;18.5;24.625;14;8.5;2.358.333
11/10/2015;0;886.291.667;3.595.833;32.8;27.133.333;19.3;23.25;12;9.2;2.825
12/10/2015;0;886.525;54.125;32.4;26.608.333;19.9;26.5;17;9.6;2.820.833
13/10/2015;0;887.116.667;4.704.167;32.3;26.620.833;21;25.208.333;16;9.6;25.875
14/10/2015;0;8.871.375;2.558.333;33;273.375;19.2;21;13;8.6;2.583.333
15/10/2015;0;886.966.667;3.9;33.7;27.283.333;18.5;23.583.333;12;10.9;23.375
16/10/2015;0;8.875.875;65.125;34.3;27.779.167;20.4;27.416.667;15;9.8;2.720.833
17/10/2015;0;887.533.333;5.566.667;34.9;27.904.167;19.3;26.833.333;13;8.8;2.141.667
18/10/2015;0;887.604.167;3.25;34.9;28.366.667;19.4;21.958.333;11;11.5;2.983.333
19/10/2015;0;8.875.875;4.066.667;33.9;27.829.167;21.9;22.583.333;14;8.4;2.683.333
20/10/2015;0;8.870.875;6.583.333;34.7;27.470.833;19.4;28.708.333;14;8;2.120.833
21/10/2015;0;8.862.875;9.795.833;34.6;27.095.833;19.6;35.708.333;19;5.8;1.55
22/10/2015;0;8.847.875;126.625;34.6;27.266.667;20.6;42.541.667;24;8.3;18.125
23/10/2015;.6;886.975;15.954.167;27.2;21.9;18;71.083.333;45;13.6;2.866.667
24/10/2015;1.8;886.254.167;14.520.833;32.7;25.158.333;17.9;54.916.667;28;8.8;2.570.833
25/10/2015;0;887.341.667;15.366.667;28.7;233.875;19.1;62.083.333;39;9.7;27.875
26/10/2015;0;8.885.125;17;26.4;217.125;18;77.041.667;45;8.3;2.358.333
27/10/2015;0;886.541.667;15.325;31.9;24.741.667;20.1;58.25;30;8.3;24.375
28/10/2015;6.2;886.420.833;18.258.333;26.1;21.258.333;18.3;84.125;59;7.3;2.354.167
29/10/2015;5.2;886.179.167;17.641.667;28.9;21.420.833;18.1;80.958.333;44;7.7;1.679.167
30/10/2015;14.2;886.254.167;18.65;28;21.025;18.6;87.291.667;54;9.3;1.804.167
31/10/2015;3.4;885.670.833;17.966.667;27.7;22.008.333;18;79.666.667;49;8.3;2.175
01/11/2015;5.8;885.533.333;188.375;27.3;20.883.333;19.2;89.125;53;12.2;2.104.167
02/11/2015;3.6;885.308.333;17.9;29.4;217.875;18.3;80.833.333;40;10.5;19.375
03/11/2015;.2;885.870.833;14.533.333;31.1;23.745.833;17.7;62.625;25;7.7;1.845.833
04/11/2015;.2;885.954.167;11.929.167;31.9;24.758.333;17;53.041.667;19;7.9;1.720.833
05/11/2015;0;8.855.875;13.045.833;31.6;24.704.167;19.3;49.708.333;27;7.3;2.016.667
06/11/2015;0;885.845.833;14.791.667;32.5;26.054.167;20.5;53.208.333;23;9.4;2.745.833
07/11/2015;0;885.704.167;14.85;33.1;25.741.667;20.7;53.375;24;9.4;2.391.667
08/11/2015;0;886.158.333;136.125;30.8;24.7;19.5;53.416.667;27;10.5;3.195.833
09/11/2015;0;887.016.667;9.495.833;32.6;26.233.333;19;37.541.667;21;10.3;27.375
10/11/2015;0;8.879.125;7.829.167;31.3;26.479.167;20;31.083.333;24;14.2;3.179.167
11/11/2015;0;886.395.833;7.970.833;32;266.625;22.4;31.208.333;21;9.7;2.75
12/11/2015;0;884.608.333;9.379.167;33.7;26.116.667;20.2;38.416.667;16;8.4;1.616.667
13/11/2015;0;884.604.167;12.7;33.3;26.308.333;19.5;44.75;24;10;2.170.833
14/11/2015;0;885.558.333;15.016.667;31.3;25.170.833;21.1;55.25;33;11.7;2.85
15/11/2015;5;885.670.833;17.795.833;27.2;21.141.667;19;82.166.667;52;9.9;1.875
16/11/2015;6;884.554.167;191.375;29.1;213.375;18.9;88.75;44;7.2;2.204.167
17/11/2015;34;884.029.167;18.870.833;27.6;21.816.667;19.5;84.708.333;51;8.3;1.733.333
18/11/2015;5;883.495.833;185.875;27.8;212.875;18.1;86.041.667;49;9;1.745.833
19/11/2015;1.8;883.033.333;18.125;28.1;222.125;19.1;79.375;44;8.1;1.729.167
20/11/2015;.2;883.408.333;18.058.333;27.9;22.291.667;20.1;78.541.667;48;13.9;2.791.667
21/11/2015;4;8.847.375;18.379.167;29;22.645.833;18.7;79.125;44;6.3;1.595.833
22/11/2015;2;885.145.833;18.058.333;30.2;24.195.833;19.7;71.166.667;37;7.7;16.875
23/11/2015;.2;883.479.167;184.125;28.7;23.091.667;20;76.166.667;48;11.5;19.125
24/11/2015;15.8;8.837.125;16.725;29.1;22.1;17.5;74.5;40;15.5;2.825
25/11/2015;.2;884.65;15.1;28.7;222.625;15.9;66.708.333;36;15.5;23.125
26/11/2015;0;8.853.125;17.354.167;30.4;23.720.833;19.1;70;39;13.3;2.033.333
27/11/2015;11.6;884.895.833;190.875;29.2;21.991.667;19.6;85;50;21;1.983.333
28/11/2015;36.6;885.629.167;18.733.333;25.7;20.133.333;16.6;92.333.333;57;8.4;1.795.833
29/11/2015;11.4;886.591.667;176.625;28.5;22.070.833;17.4;78.875;46;6.8;17.375
30/11/2015;0;887.295.833;186.125;29.8;23.020.833;19.4;78.958.333;45;17.4;1.85
01/12/2015;27.2;887.545.833;18.95;29.6;23.525;18.8;77.833.333;44;10.6;2.591.667
02/12/2015;.4;886.775;17.145.833;31.3;24.875;19.5;66.5;30;8.4;2.075
03/12/2015;0;886.379.167;16.525;30.4;24.170.833;18.7;64.625;34;8.7;1.9
04/12/2015;0;885.558.333;16.058.333;30.9;244.375;19.4;61.25;36;10.6;1.829.167
05/12/2015;11.4;885.975;15.875;28.1;22.683.333;18.3;67.125;40;8.3;2.454.167
06/12/2015;1;886.408.333;17.695.833;27.2;20.954.167;18.7;82.458.333;52;13.2;2.333.333
07/12/2015;3.2;886.079.167;17.429.167;29.9;23.425;18.5;71.791.667;40;7.8;1.808.333
08/12/2015;0;886.645.833;18.058.333;29.1;22.433.333;18.2;77.541.667;50;11.4;1.945.833
09/12/2015;3.6;887.854.167;16.633.333;28.7;22.516.667;18.2;71.666.667;43;9.3;24.625
10/12/2015;0;887.158.333;182.375;30;23.295.833;18.7;75.333.333;38;9;1.3
11/12/2015;14;887.441.667;15.554.167;30.6;23.954.167;18.5;63.333.333;28;8;2.483.333
12/12/2015;0;886.491.667;142.125;32.6;25.15;18.9;54.708.333;23;8.7;2.341.667
13/12/2015;.2;887.045.833;15.883.333;26.3;22.391.667;19.7;67.541.667;45;8.3;2.05
14/12/2015;1;886.995.833;16.841.667;29.3;22.804.167;17.8;70.833.333;40;9.4;20.125
15/12/2015;.2;886.629.167;14.820.833;30.2;23.825;17.5;61.541.667;28;8.9;2.145.833
16/12/2015;0;886.245.833;13.704.167;30.6;24.454.167;19.2;54.666.667;24;8.4;2.233.333
17/12/2015;0;886.241.667;13.004.167;31.5;244.625;19.1;51.458.333;23;8.6;1.908.333
18/12/2015;3.4;886.691.667;14.704.167;30.3;23.104.167;17.9;61.458.333;32;10.7;1.920.833
19/12/2015;7.2;887.5;15.166.667;29.4;22.808.333;17.3;66.125;32;10.6;1.754.167
20/12/2015;11;887.166.667;16.895.833;27.9;22.358.333;18.9;73.083.333;43;8;1.620.833
21/12/2015;26.6;886.65;17.204.167;27.9;22.3;17.9;75.083.333;44;9;2.008.333
22/12/2015;2.8;886.766.667;17.641.667;29.3;22.341.667;18.9;77.416.667;39;18.3;2.170.833
23/12/2015;9.6;8.867.875;16.195.833;29.6;23.875;18.3;66.958.333;34;8.9;2.641.667
24/12/2015;0;887.354.167;11.816.667;29.5;25.120.833;21.2;44.708.333;29;10.4;3.245.833
25/12/2015;0;887.370.833;11.879.167;31.1;24.583.333;17.3;48.5;24;8.1;1.808.333
26/12/2015;0;886.395.833;16.204.167;27.5;21.995.833;20;71.708.333;42;11.3;18.375
27/12/2015;9;8.862.125;176.125;27.2;21.320.833;18;81.041.667;46;9.5;1.658.333
28/12/2015;1;886.745.833;16.15;28.2;22.079.167;18.3;70.75;43;11.7;2.7
29/12/2015;.2;888.845.833;17.529.167;25.6;21.079.167;18.8;81.375;49;7.4;2.133.333
30/12/2015;19.4;889.991.667;17.108.333;22.5;19.670.833;17.2;86.25;64;8.2;1.483.333
31/12/2015;.8;887.220.833;17.204.167;28.1;22.266.667;18.5;75.75;43;6.5;1.425
01/01/2016;.6;885.404.167;16.991.667;28.9;23.695.833;19;68.75;38;7.1;1.570.833
02/01/2016;4.2;886.004.167;17.795.833;29;22.433.333;18.1;77.25;40;8.7;1.804.167
03/01/2016;.6;885.883.333;18.445.833;26;21.625;19.7;83.125;61;14.5;1.929.167
04/01/2016;32.8;885.925;18.883.333;27.7;21.491.667;18.1;86.708.333;49;11.9;1.391.667
05/01/2016;0;886.225;19.458.333;25.3;20.795.833;18.1;92.666.667;62;8.4;1.5
06/01/2016;6.6;885.820.833;18.983.333;25.2;208.625;18.9;89.833.333;63;11.3;2.575
07/01/2016;1.2;884.141.667;19.25;26.1;20.991.667;19.1;90.666.667;60;10.3;2.779.167
08/01/2016;1.4;8.842.125;195.125;24.5;20.408.333;19;95;71;10.2;3.208.333
09/01/2016;6.8;885.925;18.929.167;24.7;20.541.667;18.5;91.291.667;67;9.1;3.070.833
10/01/2016;3;886.208.333;18.216.667;27.4;218.375;19.1;81.958.333;52;11.6;2.991.667
11/01/2016;8.2;886.370.833;184.375;27;21.866.667;18.1;81.916.667;58;11.4;2.258.333
12/01/2016;1.2;885.875;19.808.333;24.7;21.025;18.9;93.125;68;9.2;2.658.333
13/01/2016;35.4;8.851.625;194.375;25.8;20.725;18.8;93;65;9.3;2.75
14/01/2016;.4;884.241.667;19.9;24.5;20.454.167;19.3;96.958.333;73;10.5;2.775
15/01/2016;9.6;885.004.167;18.995.833;23.5;202.875;18.8;92.916.667;73;10.3;3.366.667
16/01/2016;3.2;884.208.333;19.258.333;24.5;21.070.833;19.5;90.041.667;71;10.4;28.625
17/01/2016;.2;883.833.333;19.891.667;22;20.195.833;19.4;98.208.333;84;9;3
18/01/2016;11.6;883.441.667;20.020.833;24.3;20.645.833;19.3;96.5;76;10;2.845.833
19/01/2016;7.6;882.508.333;20.141.667;25.7;210.625;19.4;94.916.667;68;11.4;34.375
20/01/2016;78;882.691.304;19.547.826;24.7;20.269.565;18;96.043.478;70;10.7;2.708.696
21/01/2016;.4;883.158.333;193.625;25.2;20.604.167;19;93.5;64;7.9;2.320.833
22/01/2016;52.4;884;18.166.667;26.5;20.516.667;18.1;87.833.333;27;10.9;1.725
23/01/2016;45.8;886;179.875;26.2;20.391.667;16.6;86.75;58;9.2;15.125
24/01/2016;6.2;8.861.375;17.858.333;27.3;21.491.667;18;80.916.667;52;8.1;2.358.333
25/01/2016;.2;8.871.375;18.354.167;28.8;222.625;18;79.791.667;51;10.2;22.125
26/01/2016;.2;886.583.333;183.125;27.9;22.645.833;18;77.833.333;53;9.3;18.125
27/01/2016;9.4;886.154.167;17.991.667;26.1;209.875;18.8;83.666.667;61;11;2.441.667
28/01/2016;0;886.208.333;18.308.333;26.5;20.854.167;18.6;86.166.667;58;5.8;19.875
29/01/2016;17.8;8.869.375;183.125;26;21.516.667;19.2;82.625;61;11.8;3.058.333
30/01/2016;0;8.879.875;16.070.833;28.6;23.229.167;18.7;67.125;35;10.4;2.795.833
31/01/2016;0;888.566.667;14.104.167;27.8;23.275;19.5;57.208.333;38;9.3;3.108.333
01/02/2016;0;888.929.167;145.375;28.6;238.375;18.7;56.791.667;40;10.1;2.766.667
02/02/2016;0;887.541.667;164.125;28.9;22.958.333;18;67.916.667;44;10.8;23.625
03/02/2016;1;8.866.875;162.125;29.3;22.091.667;16.9;72.416.667;33;10.4;1.904.167
04/02/2016;0;886.833.333;157.875;29.1;22.395.833;17.3;68.416.667;36;11.1;18.125
05/02/2016;.2;888.283.333;17.404.167;28.3;22.045.833;18.3;76.083.333;47;10.7;17.625
06/02/2016;3.2;889.079.167;16.833.333;29.4;233.625;18;69.25;41;10;1.95
07/02/2016;.2;8.882.375;161.625;30;23.829.167;18.1;65.75;33;7.2;1.575
08/02/2016;0;888.429.167;16.841.667;29.5;23.4;18.4;68.416.667;36;14.5;2.158.333
09/02/2016;5.2;889.766.667;17.575;27.3;22.129.167;19.3;76.541.667;49;7.9;1.895.833
10/02/2016;0;8.890.375;16.379.167;30;23.854.167;18.2;65.75;34;7.4;1.625
11/02/2016;0;887.291.667;17.041.667;30.5;23.933.333;19;67.5;39;7.6;1.579.167
12/02/2016;0;886.420.833;16.741.667;29.8;23.620.833;19.9;67.833.333;30;8.1;18.625
13/02/2016;0;885.575;17.679.167;28.1;222.375;19.8;76.041.667;51;11.8;17.875
14/02/2016;17.6;8.854.875;18.129.167;27.7;22.245.833;18.2;78.541.667;53;10.5;2.404.167
15/02/2016;21.8;8.870.375;17.466.667;27;21.85;18.5;77.75;51;11.2;3.104.167
16/02/2016;0;887.579.167;16.454.167;29.5;23.025;17.5;69.916.667;36;8.1;2.016.667
17/02/2016;0;887.133.333;16.270.833;30.3;23.941.667;18.3;65.25;36;13;1.966.667
18/02/2016;0;8.874.125;14.833.333;29.9;24.283.333;18;58.208.333;35;6.8;1.916.667
19/02/2016;0;886.595.833;12.483.333;29;23.954.167;16.5;50.666.667;22;10.5;24.125
20/02/2016;0;886.508.333;15.483.333;29.4;235.875;18.2;61.875;40;8.8;2.033.333
21/02/2016;0;886.045.833;16.466.667;28.4;22.816.667;18.1;68.916.667;42;9.5;1.908.333
22/02/2016;9;886.441.667;16.491.667;29.6;23.058.333;17.2;69.25;34;9.1;2.170.833
23/02/2016;.2;888.35;15.095.833;29.4;23.470.833;17.7;62.75;33;10;2.716.667
24/02/2016;0;887.7;142.875;28.5;235.625;20.1;57.166.667;34;8.1;23.625
25/02/2016;0;886.254.167;15.883.333;28.4;22.854.167;17.1;66.625;39;7;1.858.333
26/02/2016;0;886.216.667;16.970.833;29;22.933.333;18.9;70.333.333;41;8.3;2.1
27/02/2016;0;887.854.167;17.291.667;29.1;21.929.167;18.2;76.791.667;44;9.3;1.716.667
28/02/2016;16.8;888.154.167;17.279.167;29.3;22.441.667;18;74.625;42;9;1.75
29/02/2016;0;887.825;17.495.833;30.2;23.241.667;19.3;71.708.333;39;8.6;2.079.167
01/03/2016;5;888.045.833;179.875;28.8;22.325;18.8;77.583.333;49;8;2.283.333
02/03/2016;0;887.233.333;17.029.167;29.8;23.066.667;19.2;71;38;8.5;2.566.667
03/03/2016;.8;887.083.333;175.875;23.7;205.875;19.3;83.291.667;65;6.5;1.854.167
04/03/2016;2.8;885.608.333;16.895.833;29.1;22.529.167;18.4;71.916.667;47;9.7;2.745.833
05/03/2016;7.4;8.870.875;17.791.667;26;21.670.833;18.2;79.291.667;60;7.7;1.708.333
06/03/2016;2;887.904.167;18.266.667;27.3;22.070.833;18.7;80;50;7.6;1.533.333
07/03/2016;.2;887.695.833;18.675;26.9;21.195.833;20;85.958.333;54;7.9;1.120.833
08/03/2016;7.6;887.416.667;18.545.833;27.8;21.35;19.2;85.125;55;9;2.075
09/03/2016;48.2;8.866.375;17.858.333;27.7;22.466.667;19.1;76.833.333;48;7.8;2.491.667
10/03/2016;.8;886.595.833;18.316.667;27.2;21.975;19.2;80.666.667;58;9.4;2.141.667
11/03/2016;8.4;886.516.667;18.158.333;28.3;22.320.833;19.4;78.958.333;47;11.7;2.241.667
12/03/2016;2.4;888.058.333;18.229.167;27.7;20.979.167;18.7;85.208.333;54;8.7;2.091.667
13/03/2016;31.2;8.887.125;17.695.833;28.9;218.875;18;79.333.333;45;5.7;1.383.333
14/03/2016;1.4;889.079.167;18.170.833;28.1;22.8;19.9;76.708.333;49;8.9;2.645.833
15/03/2016;0;889.116.667;15.795.833;27.6;22.85;19;66.458.333;35;9.5;3.354.167
16/03/2016;0;889.566.667;15.391.667;28;22.316.667;18.2;65.5;45;8.6;2.991.667
17/03/2016;0;888.766.667;15.633.333;27.6;22.729.167;17.8;65.541.667;44;9.7;2.904.167
18/03/2016;0;888.304.167;15.7;29.9;23.679.167;19.3;62.625;36;7.2;2.504.167
19/03/2016;0;888.258.333;15.675;29.5;239.125;17.9;62.291.667;36;7.5;2.154.167
20/03/2016;0;887.566.667;15.708.333;29.9;23.983.333;17.4;62.291.667;38;9.1;2.370.833
21/03/2016;0;888.058.333;15.304.167;29.6;24.7;18.8;57.291.667;36;8.6;2.366.667
22/03/2016;0;888.75;16.333.333;29.4;23.545.833;17.5;65.625;41;7.2;2.108.333
23/03/2016;0;887.504.167;15.966.667;30;23.45;18.1;65.875;36;8.5;16.125
24/03/2016;0;8.867.375;16.325;29.2;22.683.333;18.1;68.708.333;41;7;1.329.167
25/03/2016;0;887.375;17.904.167;28;22.05;18.5;77.916.667;55;9.5;19.125
26/03/2016;.8;888.804.167;183.875;27.5;21.116.667;18.3;85.291.667;55;7.2;1.395.833
27/03/2016;11;888.75;18.766.667;28.7;23.25;19.6;77.791.667;48;7.3;1.870.833
28/03/2016;.2;8.881.875;15.645.833;29.4;23.891.667;17.2;63.166.667;34;8.7;2.5
29/03/2016;0;889.070.833;14.275;29.7;23.745.833;16.7;57.125;32;7.6;21.625
30/03/2016;0;8.898.875;13.758.333;29.2;23.508.333;16.6;56.333.333;30;10.5;23.875
31/03/2016;0;889.920.833;14.445.833;28.8;22.704.167;16.4;60.833.333;39;7.3;2.158.333
