Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
04/08/2015;0;890,225;4,816667;27,3;20,5125;11,5;37,541667;22;7,2;2,3
05/08/2015;0;889,5125;4,491667;27,1;20,370833;12,1;37,375;20;7,9;2,275
06/08/2015;0;888,6;5,004167;28;20,15;11,7;40,375;20;8,3;1,958333
07/08/2015;0;888,145833;4,575;28;20,475;11,9;38,083333;20;7,6;1,7875
08/08/2015;0;888,795833;6,491667;26,8;20,966667;15,7;39,875;25;8,1;3,095833
09/08/2015;0;889,216667;7,595833;25,9;19,925;14,5;46,333333;30;9,9;3,291667
10/08/2015;0;890,641667;9,116667;25,5;20,079167;15,3;50,041667;34;10,9;3,8125
11/08/2015;0;891,008333;8,541667;25,9;19,520833;14,1;51,166667;28;11,5;4,141667
12/08/2015;0;890,875;6,2125;24,6;18,466667;12,9;46,5;27;11;4,004167
13/08/2015;0;891,233333;6,370833;24,1;17,8875;10,6;48,75;30;12,2;3,525
14/08/2015;0;890,858333;7,325;24,8;18,883333;13,4;48,541667;29;11,2;4,1875
15/08/2015;0;890,579167;8,229167;27,3;20,420833;14,9;47,333333;27;10,5;3,004167
16/08/2015;0;890,5875;8,883333;27,3;21,470833;16,4;46,25;28;9,3;2,995833
17/08/2015;0;890,345833;8,429167;25,9;20,5125;15,6;47,791667;28;10,1;3,554167
18/08/2015;0;890,095833;8,7625;26,2;20,275;15,6;50;28;9,1;2,8375
19/08/2015;0;888,5;8,754167;28,1;20,754167;13,7;49,25;25;7,6;2,0875
20/08/2015;0;887,270833;8,045833;29,8;22,154167;15,8;43,291667;23;5,7;1,416667
21/08/2015;0;887,829167;7,6375;29,7;22,625;16,4;40,041667;23;6,9;1,854167
22/08/2015;0;886,483333;7,566667;30,6;23,225;16,1;38,791667;21;7,3;1,6
23/08/2015;0;886,558333;8,65;30,4;23,05;16,2;42,25;22;7,1;1,929167
24/08/2015;0;886,591667;6,916667;30,7;23,129167;16;38,25;19;9,6;1,925
25/08/2015;0;886,525;5,733333;31,3;24,245833;17,1;31,583333;17;8,9;2,683333
26/08/2015;0;887,233333;5,595833;31,5;24,8125;19,1;30,416667;18;7,2;2,579167
27/08/2015;0;887,8375;7,2125;31,5;24,758333;16,9;34,666667;18;8,5;2,233333
28/08/2015;0;889,029167;10,945833;29,7;22,729167;15,7;51,541667;25;10,3;3,258333
29/08/2015;0;889,791667;11,3;29,1;23,154167;19,4;49,083333;28;10,9;3,595833
30/08/2015;0;890,2875;10,583333;29,2;23,004167;18,3;47,625;28;8,8;3,433333
31/08/2015;0;890,216667;9,05;29,6;23,154167;17,8;42,791667;23;9,1;2,9
01/09/2015;0;889,595833;5,145833;30,6;23,008333;14,2;34,166667;16;8,9;1,9125
02/09/2015;0;887,883333;3,304167;31,6;23,9875;15,1;29,166667;13;8,6;2,083333
03/09/2015;0;887,745833;4,5;31,6;24,458333;16,4;29,166667;15;10,3;2,225
04/09/2015;0;887,479167;3,354167;32,7;24,683333;17,7;27,625;13;8,6;1,9625
05/09/2015;0;887,25;3,891667;32,8;25,075;18,2;26,708333;14;6,2;1,504167
06/09/2015;0;886,183333;6,441667;32,5;25,05;18,4;31,708333;15;5,9;1,6125
07/09/2015;0;885,333333;10,125;31,7;25,379167;20,1;38,916667;27;10;2,916667
08/09/2015;1,4;884,854167;13,8;30;24,420833;20,9;53,291667;31;11,4;3,054167
09/09/2015;0;886,533333;14,991667;23,6;20,529167;18,2;71;53;8,8;3,129167
10/09/2015;0,4;886,408333;12,5;30,7;22,991667;15,7;57;27;9;2,383333
11/09/2015;0;885,9;9,595833;32,8;25,495833;18,8;39;20;9,4;2,1375
12/09/2015;0;887,441667;15,333333;30,8;23,375;18,8;62;33;7,6;2,416667
13/09/2015;5,8;888,2125;16,3375;28,2;22,245833;17,9;71;45;7,1;2,370833
14/09/2015;1;888,8625;15,625;24,3;21,470833;19,1;69,875;50;8;1,979167
15/09/2015;3;889,4375;15,516667;29,2;22,841667;18,6;66,208333;37;9,2;3,320833
16/09/2015;0;888,6125;12,1875;31,1;24,520833;19,4;48,875;20;8,6;2,841667
17/09/2015;0;887,854167;7,075;32;25,45;16,9;32,833333;16;8,5;2,7125
18/09/2015;0;887,854167;5,2375;31,8;25,675;17,1;28,625;13;9,9;2,966667
19/09/2015;0;888,191667;2,345833;31,6;24,558333;15,1;26;11;10,3;2,5875
20/09/2015;0;887,6;1,154167;31,7;24,575;14,5;24,041667;11;6,6;1,716667
21/09/2015;0;886,825;1,883333;32,2;24,541667;15,3;24,458333;12;7,3;1,883333
22/09/2015;0;886,245833;5,804167;32,7;25,0125;16,8;30,75;15;8,5;1,695833
23/09/2015;0;885,891667;9,758333;32,9;26,454167;18,5;37,583333;20;8,6;1,720833
24/09/2015;0;886,145833;6,658333;34,2;26,833333;18,9;32,208333;12;8,6;1,883333
25/09/2015;0;886,520833;2,095833;34,9;28,220833;19,4;19,666667;11;8,9;2,066667
26/09/2015;0;886,354167;8,133333;33,8;26,458333;20,6;32,333333;18;7,6;1,5125
27/09/2015;0;885,779167;7,904167;34,1;27,1;20,2;33,875;13;9,7;2,366667
28/09/2015;0;885,216667;11,1625;30,9;24,770833;20,6;44,5;22;9,1;2,033333
29/09/2015;6,8;886,216667;16,545833;26,8;20,029167;17,7;80,708333;42;11,4;2,6875
30/09/2015;0,6;885,466667;12,804167;30,8;22,9375;16,4;57,916667;23;7,6;2,4375
01/10/2015;0;885,204167;8,045833;32,3;25,308333;16,3;38,125;16;9,1;2,333333
02/10/2015;0;885,670833;6,291667;32,6;26,266667;20;28,916667;17;9,9;2,691667
03/10/2015;0;885,875;5,55;34;26,720833;17,9;28,625;14;8,1;2,154167
04/10/2015;0;886,379167;10,975;33,2;26,45;21;39,416667;24;5,9;1,679167
05/10/2015;0;886,433333;13,054167;32,8;26,5875;21,8;45,125;25;8,5;2,5625
06/10/2015;0;886,433333;13,520833;32,7;25,391667;21,3;50,416667;26;13,3;3,079167
07/10/2015;11,6;887,125;15,958333;30,3;23,05;17,6;67,416667;35;8,7;2,3
08/10/2015;0;886,729167;13,370833;31,5;24,5875;17,6;54,333333;26;9,2;2,1875
09/10/2015;0;886,079167;8,9;32,8;26,704167;21,2;34,541667;19;7,3;2,4875
10/10/2015;0;886,708333;3,7125;32,9;26,579167;18,5;24,625;14;8,5;2,358333
11/10/2015;0;886,291667;3,595833;32,8;27,133333;19,3;23,25;12;9,2;2,825
12/10/2015;0;886,525;5,4125;32,4;26,608333;19,9;26,5;17;9,6;2,820833
13/10/2015;0;887,116667;4,704167;32,3;26,620833;21;25,208333;16;9,6;2,5875
14/10/2015;0;887,1375;2,558333;33;27,3375;19,2;21;13;8,6;2,583333
15/10/2015;0;886,966667;3,9;33,7;27,283333;18,5;23,583333;12;10,9;2,3375
16/10/2015;0;887,5875;6,5125;34,3;27,779167;20,4;27,416667;15;9,8;2,720833
17/10/2015;0;887,533333;5,566667;34,9;27,904167;19,3;26,833333;13;8,8;2,141667
18/10/2015;0;887,604167;3,25;34,9;28,366667;19,4;21,958333;11;11,5;2,983333
19/10/2015;0;887,5875;4,066667;33,9;27,829167;21,9;22,583333;14;8,4;2,683333
20/10/2015;0;887,0875;6,583333;34,7;27,470833;19,4;28,708333;14;8;2,120833
21/10/2015;0;886,2875;9,795833;34,6;27,095833;19,6;35,708333;19;5,8;1,55
22/10/2015;0;884,7875;12,6625;34,6;27,266667;20,6;42,541667;24;8,3;1,8125
23/10/2015;0,6;886,975;15,954167;27,2;21,9;18;71,083333;45;13,6;2,866667
24/10/2015;1,8;886,254167;14,520833;32,7;25,158333;17,9;54,916667;28;8,8;2,570833
25/10/2015;0;887,341667;15,366667;28,7;23,3875;19,1;62,083333;39;9,7;2,7875
26/10/2015;0;888,5125;17;26,4;21,7125;18;77,041667;45;8,3;2,358333
27/10/2015;0;886,541667;15,325;31,9;24,741667;20,1;58,25;30;8,3;2,4375
28/10/2015;6,2;886,420833;18,258333;26,1;21,258333;18,3;84,125;59;7,3;2,354167
29/10/2015;5,2;886,179167;17,641667;28,9;21,420833;18,1;80,958333;44;7,7;1,679167
30/10/2015;14,2;886,254167;18,65;28;21,025;18,6;87,291667;54;9,3;1,804167
31/10/2015;3,4;885,670833;17,966667;27,7;22,008333;18;79,666667;49;8,3;2,175
01/11/2015;5,8;885,533333;18,8375;27,3;20,883333;19,2;89,125;53;12,2;2,104167
02/11/2015;3,6;885,308333;17,9;29,4;21,7875;18,3;80,833333;40;10,5;1,9375
03/11/2015;0,2;885,870833;14,533333;31,1;23,745833;17,7;62,625;25;7,7;1,845833
04/11/2015;0,2;885,954167;11,929167;31,9;24,758333;17;53,041667;19;7,9;1,720833
05/11/2015;0;885,5875;13,045833;31,6;24,704167;19,3;49,708333;27;7,3;2,016667
06/11/2015;0;885,845833;14,791667;32,5;26,054167;20,5;53,208333;23;9,4;2,745833
07/11/2015;0;885,704167;14,85;33,1;25,741667;20,7;53,375;24;9,4;2,391667
08/11/2015;0;886,158333;13,6125;30,8;24,7;19,5;53,416667;27;10,5;3,195833
09/11/2015;0;887,016667;9,495833;32,6;26,233333;19;37,541667;21;10,3;2,7375
10/11/2015;0;887,9125;7,829167;31,3;26,479167;20;31,083333;24;14,2;3,179167
11/11/2015;0;886,395833;7,970833;32;26,6625;22,4;31,208333;21;9,7;2,75
12/11/2015;0;884,608333;9,379167;33,7;26,116667;20,2;38,416667;16;8,4;1,616667
13/11/2015;0;884,604167;12,7;33,3;26,308333;19,5;44,75;24;10;2,170833
14/11/2015;0;885,558333;15,016667;31,3;25,170833;21,1;55,25;33;11,7;2,85
15/11/2015;5;885,670833;17,795833;27,2;21,141667;19;82,166667;52;9,9;1,875
16/11/2015;6;884,554167;19,1375;29,1;21,3375;18,9;88,75;44;7,2;2,204167
17/11/2015;34;884,029167;18,870833;27,6;21,816667;19,5;84,708333;51;8,3;1,733333
18/11/2015;5;883,495833;18,5875;27,8;21,2875;18,1;86,041667;49;9;1,745833
19/11/2015;1,8;883,033333;18,125;28,1;22,2125;19,1;79,375;44;8,1;1,729167
20/11/2015;0,2;883,408333;18,058333;27,9;22,291667;20,1;78,541667;48;13,9;2,791667
21/11/2015;4;884,7375;18,379167;29;22,645833;18,7;79,125;44;6,3;1,595833
22/11/2015;2;885,145833;18,058333;30,2;24,195833;19,7;71,166667;37;7,7;1,6875
23/11/2015;0,2;883,479167;18,4125;28,7;23,091667;20;76,166667;48;11,5;1,9125
24/11/2015;15,8;883,7125;16,725;29,1;22,1;17,5;74,5;40;15,5;2,825
25/11/2015;0,2;884,65;15,1;28,7;22,2625;15,9;66,708333;36;15,5;2,3125
26/11/2015;0;885,3125;17,354167;30,4;23,720833;19,1;70;39;13,3;2,033333
27/11/2015;11,6;884,895833;19,0875;29,2;21,991667;19,6;85;50;21;1,983333
28/11/2015;36,6;885,629167;18,733333;25,7;20,133333;16,6;92,333333;57;8,4;1,795833
29/11/2015;11,4;886,591667;17,6625;28,5;22,070833;17,4;78,875;46;6,8;1,7375
30/11/2015;0;887,295833;18,6125;29,8;23,020833;19,4;78,958333;45;17,4;1,85
01/12/2015;27,2;887,545833;18,95;29,6;23,525;18,8;77,833333;44;10,6;2,591667
02/12/2015;0,4;886,775;17,145833;31,3;24,875;19,5;66,5;30;8,4;2,075
03/12/2015;0;886,379167;16,525;30,4;24,170833;18,7;64,625;34;8,7;1,9
04/12/2015;0;885,558333;16,058333;30,9;24,4375;19,4;61,25;36;10,6;1,829167
05/12/2015;11,4;885,975;15,875;28,1;22,683333;18,3;67,125;40;8,3;2,454167
06/12/2015;1;886,408333;17,695833;27,2;20,954167;18,7;82,458333;52;13,2;2,333333
07/12/2015;3,2;886,079167;17,429167;29,9;23,425;18,5;71,791667;40;7,8;1,808333
08/12/2015;0;886,645833;18,058333;29,1;22,433333;18,2;77,541667;50;11,4;1,945833
09/12/2015;3,6;887,854167;16,633333;28,7;22,516667;18,2;71,666667;43;9,3;2,4625
10/12/2015;0;887,158333;18,2375;30;23,295833;18,7;75,333333;38;9;1,3
11/12/2015;14;887,441667;15,554167;30,6;23,954167;18,5;63,333333;28;8;2,483333
12/12/2015;0;886,491667;14,2125;32,6;25,15;18,9;54,708333;23;8,7;2,341667
13/12/2015;0,2;887,045833;15,883333;26,3;22,391667;19,7;67,541667;45;8,3;2,05
14/12/2015;1;886,995833;16,841667;29,3;22,804167;17,8;70,833333;40;9,4;2,0125
15/12/2015;0,2;886,629167;14,820833;30,2;23,825;17,5;61,541667;28;8,9;2,145833
16/12/2015;0;886,245833;13,704167;30,6;24,454167;19,2;54,666667;24;8,4;2,233333
17/12/2015;0;886,241667;13,004167;31,5;24,4625;19,1;51,458333;23;8,6;1,908333
18/12/2015;3,4;886,691667;14,704167;30,3;23,104167;17,9;61,458333;32;10,7;1,920833
19/12/2015;7,2;887,5;15,166667;29,4;22,808333;17,3;66,125;32;10,6;1,754167
20/12/2015;11;887,166667;16,895833;27,9;22,358333;18,9;73,083333;43;8;1,620833
21/12/2015;26,6;886,65;17,204167;27,9;22,3;17,9;75,083333;44;9;2,008333
22/12/2015;2,8;886,766667;17,641667;29,3;22,341667;18,9;77,416667;39;18,3;2,170833
23/12/2015;9,6;886,7875;16,195833;29,6;23,875;18,3;66,958333;34;8,9;2,641667
24/12/2015;0;887,354167;11,816667;29,5;25,120833;21,2;44,708333;29;10,4;3,245833
25/12/2015;0;887,370833;11,879167;31,1;24,583333;17,3;48,5;24;8,1;1,808333
26/12/2015;0;886,395833;16,204167;27,5;21,995833;20;71,708333;42;11,3;1,8375
27/12/2015;9;886,2125;17,6125;27,2;21,320833;18;81,041667;46;9,5;1,658333
28/12/2015;1;886,745833;16,15;28,2;22,079167;18,3;70,75;43;11,7;2,7
29/12/2015;0,2;888,845833;17,529167;25,6;21,079167;18,8;81,375;49;7,4;2,133333
30/12/2015;19,4;889,991667;17,108333;22,5;19,670833;17,2;86,25;64;8,2;1,483333
31/12/2015;0,8;887,220833;17,204167;28,1;22,266667;18,5;75,75;43;6,5;1,425
01/01/2016;0,6;885,404167;16,991667;28,9;23,695833;19;68,75;38;7,1;1,570833
02/01/2016;4,2;886,004167;17,795833;29;22,433333;18,1;77,25;40;8,7;1,804167
03/01/2016;0,6;885,883333;18,445833;26;21,625;19,7;83,125;61;14,5;1,929167
04/01/2016;32,8;885,925;18,883333;27,7;21,491667;18,1;86,708333;49;11,9;1,391667
05/01/2016;0;886,225;19,458333;25,3;20,795833;18,1;92,666667;62;8,4;1,5
06/01/2016;6,6;885,820833;18,983333;25,2;20,8625;18,9;89,833333;63;11,3;2,575
07/01/2016;1,2;884,141667;19,25;26,1;20,991667;19,1;90,666667;60;10,3;2,779167
08/01/2016;1,4;884,2125;19,5125;24,5;20,408333;19;95;71;10,2;3,208333
09/01/2016;6,8;885,925;18,929167;24,7;20,541667;18,5;91,291667;67;9,1;3,070833
10/01/2016;3;886,208333;18,216667;27,4;21,8375;19,1;81,958333;52;11,6;2,991667
11/01/2016;8,2;886,370833;18,4375;27;21,866667;18,1;81,916667;58;11,4;2,258333
12/01/2016;1,2;885,875;19,808333;24,7;21,025;18,9;93,125;68;9,2;2,658333
13/01/2016;35,4;885,1625;19,4375;25,8;20,725;18,8;93;65;9,3;2,75
14/01/2016;0,4;884,241667;19,9;24,5;20,454167;19,3;96,958333;73;10,5;2,775
15/01/2016;9,6;885,004167;18,995833;23,5;20,2875;18,8;92,916667;73;10,3;3,366667
16/01/2016;3,2;884,208333;19,258333;24,5;21,070833;19,5;90,041667;71;10,4;2,8625
17/01/2016;0,2;883,833333;19,891667;22;20,195833;19,4;98,208333;84;9;3
18/01/2016;11,6;883,441667;20,020833;24,3;20,645833;19,3;96,5;76;10;2,845833
19/01/2016;7,6;882,508333;20,141667;25,7;21,0625;19,4;94,916667;68;11,4;3,4375
20/01/2016;78;882,691304;19,547826;24,7;20,269565;18;96,043478;70;10,7;2,708696
21/01/2016;0,4;883,158333;19,3625;25,2;20,604167;19;93,5;64;7,9;2,320833
22/01/2016;52,4;884;18,166667;26,5;20,516667;18,1;87,833333;27;10,9;1,725
23/01/2016;45,8;886;17,9875;26,2;20,391667;16,6;86,75;58;9,2;1,5125
24/01/2016;6,2;886,1375;17,858333;27,3;21,491667;18;80,916667;52;8,1;2,358333
25/01/2016;0,2;887,1375;18,354167;28,8;22,2625;18;79,791667;51;10,2;2,2125
26/01/2016;0,2;886,583333;18,3125;27,9;22,645833;18;77,833333;53;9,3;1,8125
27/01/2016;9,4;886,154167;17,991667;26,1;20,9875;18,8;83,666667;61;11;2,441667
28/01/2016;0;886,208333;18,308333;26,5;20,854167;18,6;86,166667;58;5,8;1,9875
29/01/2016;17,8;886,9375;18,3125;26;21,516667;19,2;82,625;61;11,8;3,058333
30/01/2016;0;887,9875;16,070833;28,6;23,229167;18,7;67,125;35;10,4;2,795833
31/01/2016;0;888,566667;14,104167;27,8;23,275;19,5;57,208333;38;9,3;3,108333
01/02/2016;0;888,929167;14,5375;28,6;23,8375;18,7;56,791667;40;10,1;2,766667
02/02/2016;0;887,541667;16,4125;28,9;22,958333;18;67,916667;44;10,8;2,3625
03/02/2016;1;886,6875;16,2125;29,3;22,091667;16,9;72,416667;33;10,4;1,904167
04/02/2016;0;886,833333;15,7875;29,1;22,395833;17,3;68,416667;36;11,1;1,8125
05/02/2016;0,2;888,283333;17,404167;28,3;22,045833;18,3;76,083333;47;10,7;1,7625
06/02/2016;3,2;889,079167;16,833333;29,4;23,3625;18;69,25;41;10;1,95
07/02/2016;0,2;888,2375;16,1625;30;23,829167;18,1;65,75;33;7,2;1,575
08/02/2016;0;888,429167;16,841667;29,5;23,4;18,4;68,416667;36;14,5;2,158333
09/02/2016;5,2;889,766667;17,575;27,3;22,129167;19,3;76,541667;49;7,9;1,895833
10/02/2016;0;889,0375;16,379167;30;23,854167;18,2;65,75;34;7,4;1,625
11/02/2016;0;887,291667;17,041667;30,5;23,933333;19;67,5;39;7,6;1,579167
12/02/2016;0;886,420833;16,741667;29,8;23,620833;19,9;67,833333;30;8,1;1,8625
13/02/2016;0;885,575;17,679167;28,1;22,2375;19,8;76,041667;51;11,8;1,7875
14/02/2016;17,6;885,4875;18,129167;27,7;22,245833;18,2;78,541667;53;10,5;2,404167
15/02/2016;21,8;887,0375;17,466667;27;21,85;18,5;77,75;51;11,2;3,104167
16/02/2016;0;887,579167;16,454167;29,5;23,025;17,5;69,916667;36;8,1;2,016667
17/02/2016;0;887,133333;16,270833;30,3;23,941667;18,3;65,25;36;13;1,966667
18/02/2016;0;887,4125;14,833333;29,9;24,283333;18;58,208333;35;6,8;1,916667
19/02/2016;0;886,595833;12,483333;29;23,954167;16,5;50,666667;22;10,5;2,4125
20/02/2016;0;886,508333;15,483333;29,4;23,5875;18,2;61,875;40;8,8;2,033333
21/02/2016;0;886,045833;16,466667;28,4;22,816667;18,1;68,916667;42;9,5;1,908333
22/02/2016;9;886,441667;16,491667;29,6;23,058333;17,2;69,25;34;9,1;2,170833
23/02/2016;0,2;888,35;15,095833;29,4;23,470833;17,7;62,75;33;10;2,716667
24/02/2016;0;887,7;14,2875;28,5;23,5625;20,1;57,166667;34;8,1;2,3625
25/02/2016;0;886,254167;15,883333;28,4;22,854167;17,1;66,625;39;7;1,858333
26/02/2016;0;886,216667;16,970833;29;22,933333;18,9;70,333333;41;8,3;2,1
27/02/2016;0;887,854167;17,291667;29,1;21,929167;18,2;76,791667;44;9,3;1,716667
28/02/2016;16,8;888,154167;17,279167;29,3;22,441667;18;74,625;42;9;1,75
29/02/2016;0;887,825;17,495833;30,2;23,241667;19,3;71,708333;39;8,6;2,079167
01/03/2016;5;888,045833;17,9875;28,8;22,325;18,8;77,583333;49;8;2,283333
02/03/2016;0;887,233333;17,029167;29,8;23,066667;19,2;71;38;8,5;2,566667
03/03/2016;0,8;887,083333;17,5875;23,7;20,5875;19,3;83,291667;65;6,5;1,854167
04/03/2016;2,8;885,608333;16,895833;29,1;22,529167;18,4;71,916667;47;9,7;2,745833
05/03/2016;7,4;887,0875;17,791667;26;21,670833;18,2;79,291667;60;7,7;1,708333
06/03/2016;2;887,904167;18,266667;27,3;22,070833;18,7;80;50;7,6;1,533333
07/03/2016;0,2;887,695833;18,675;26,9;21,195833;20;85,958333;54;7,9;1,120833
08/03/2016;7,6;887,416667;18,545833;27,8;21,35;19,2;85,125;55;9;2,075
09/03/2016;48,2;886,6375;17,858333;27,7;22,466667;19,1;76,833333;48;7,8;2,491667
10/03/2016;0,8;886,595833;18,316667;27,2;21,975;19,2;80,666667;58;9,4;2,141667
11/03/2016;8,4;886,516667;18,158333;28,3;22,320833;19,4;78,958333;47;11,7;2,241667
12/03/2016;2,4;888,058333;18,229167;27,7;20,979167;18,7;85,208333;54;8,7;2,091667
13/03/2016;31,2;888,7125;17,695833;28,9;21,8875;18;79,333333;45;5,7;1,383333
14/03/2016;1,4;889,079167;18,170833;28,1;22,8;19,9;76,708333;49;8,9;2,645833
15/03/2016;0;889,116667;15,795833;27,6;22,85;19;66,458333;35;9,5;3,354167
16/03/2016;0;889,566667;15,391667;28;22,316667;18,2;65,5;45;8,6;2,991667
17/03/2016;0;888,766667;15,633333;27,6;22,729167;17,8;65,541667;44;9,7;2,904167
18/03/2016;0;888,304167;15,7;29,9;23,679167;19,3;62,625;36;7,2;2,504167
19/03/2016;0;888,258333;15,675;29,5;23,9125;17,9;62,291667;36;7,5;2,154167
20/03/2016;0;887,566667;15,708333;29,9;23,983333;17,4;62,291667;38;9,1;2,370833
21/03/2016;0;888,058333;15,304167;29,6;24,7;18,8;57,291667;36;8,6;2,366667
22/03/2016;0;888,75;16,333333;29,4;23,545833;17,5;65,625;41;7,2;2,108333
23/03/2016;0;887,504167;15,966667;30;23,45;18,1;65,875;36;8,5;1,6125
24/03/2016;0;886,7375;16,325;29,2;22,683333;18,1;68,708333;41;7;1,329167
25/03/2016;0;887,375;17,904167;28;22,05;18,5;77,916667;55;9,5;1,9125
26/03/2016;0,8;888,804167;18,3875;27,5;21,116667;18,3;85,291667;55;7,2;1,395833
27/03/2016;11;888,75;18,766667;28,7;23,25;19,6;77,791667;48;7,3;1,870833
28/03/2016;0,2;888,1875;15,645833;29,4;23,891667;17,2;63,166667;34;8,7;2,5
29/03/2016;0;889,070833;14,275;29,7;23,745833;16,7;57,125;32;7,6;2,1625
30/03/2016;0;889,8875;13,758333;29,2;23,508333;16,6;56,333333;30;10,5;2,3875
31/03/2016;0;889,920833;14,445833;28,8;22,704167;16,4;60,833333;39;7,3;2,158333
01/04/2016;0;888,691667;14,0375;29,1;23,654167;18,4;57,5;31;7,7;2,479167
02/04/2016;0;887,304167;14,85;29,3;22,895833;16,5;62,083333;38;6,8;1,666667
03/04/2016;0;887,733333;15,283333;29,7;23,716667;17,2;61,5;35;7,8;2,154167
04/04/2016;0;889,179167;15,425;29,3;24,2375;17,4;60;35;8,6;2,5125
05/04/2016;0;889,3875;14,395833;30;24,570833;18,8;54,458333;32;10;2,7875
06/04/2016;0;887,891667;14,808333;29,2;23,629167;18;59,291667;37;8,5;2,183333
07/04/2016;0;886,929167;13,941667;30,6;23,620833;16,5;57,708333;31;6,9;1,570833
08/04/2016;0;886,0125;13,6375;30,1;23,6875;16,8;56,166667;32;4,8;1,125
09/04/2016;0;886,141667;14,033333;30,4;24,466667;17,3;54,041667;31;7,9;1,966667
10/04/2016;0;886,158333;12,9625;30;23,929167;16,6;53,083333;31;8,3;2,275
11/04/2016;0;887,0375;12,025;29,8;23,204167;16,1;52,583333;29;8,3;2,220833
12/04/2016;0;888,004167;12,379167;29,1;23,004167;16,7;53,083333;32;8,3;2,483333
13/04/2016;0;888,075;14,316667;28,6;23,525;19,4;57,166667;40;9,8;3,1875
14/04/2016;0;888,745833;13,308333;29;23,75;18;54,333333;29;9,3;2,920833
15/04/2016;0;889,041667;12,120833;29;22,875;15,7;52,958333;33;8,1;2,366667
16/04/2016;0;888,729167;12,741667;29,2;23,8;20,2;51,041667;35;9,7;3,2625
17/04/2016;0;889,670833;12,933333;28,4;22,916667;18,8;54,25;35;10,8;3,491667
18/04/2016;0;889,295833;13,608333;28,5;22,9375;18,1;57,166667;36;8,4;3,2625
19/04/2016;0;888,904167;11,791667;28,1;22,804167;18,6;50,833333;31;9,1;2,795833
20/04/2016;0;888,433333;13,741667;27,6;22,704167;18,9;58;39;8;2,804167
21/04/2016;0;887,8125;13,233333;27,7;22,75;17,7;56,333333;36;8,9;2,866667
22/04/2016;0;888,666667;12,066667;28,7;23,229167;16,5;52,25;30;8,3;1,904167
23/04/2016;0;887,254167;12;29,3;23,1125;15,7;51,541667;31;7,3;2,3875
24/04/2016;0;886,158333;12,466667;29,5;23,033333;15,6;53,25;31;8,6;2,125
25/04/2016;0;885,141667;13,0625;29,6;22,979167;16;55,25;32;6,8;1,470833
26/04/2016;0;884,941667;15,020833;29,2;22,804167;17,4;63,083333;38;7,4;1,633333
27/04/2016;0;887,091667;16,558333;24,1;20,8;17,5;77,083333;62;8,4;2,0625
28/04/2016;0;887,620833;16,154167;23,8;19,133333;15,3;83,791667;63;6;1,945833
29/04/2016;1;887,0875;16,166667;27,8;20,254167;16,4;79,125;45;7,8;1,9
30/04/2016;8,8;887,408333;16,120833;26,4;20,316667;15,5;78;51;4,9;1,591667
01/05/2016;0;888,175;12,670833;27,7;20,6625;15;62,291667;38;6,7;2,016667
02/05/2016;0;888,841667;12,9;28,3;21,2;15,6;61,083333;36;7,4;2,095833
03/05/2016;0;889,325;13,75;28,8;22,325;16,7;61,166667;31;6,7;1,920833
04/05/2016;0;889,266667;13,3375;27,4;21,620833;15,1;61,458333;35;6,5;2,125
05/05/2016;0;889,354167;11,675;28,4;21,570833;14;57,208333;28;7,6;1,9375
06/05/2016;0;889,345833;12,316667;27,1;21,966667;15,3;55,541667;38;8,1;2,179167
07/05/2016;0;889,095833;12,275;28,4;22,6375;15,6;54,208333;31;7,3;2,3375
08/05/2016;0;888,208333;11,3125;27,9;21,825;15;53,083333;32;8;2,366667
09/05/2016;0;888,029167;11,125;28,8;22,9625;17,4;48,625;28;7,8;2,475
10/05/2016;0;888,354167;10,275;28,5;22,333333;14,7;48,5;28;8,5;1,608333
11/05/2016;0;888,604167;11,033333;29,4;22,108333;14,4;52,291667;30;7;1,416667
12/05/2016;0;889,066667;11,620833;29,4;22,9;15,4;51,791667;30;7;1,829167
13/05/2016;0;889,295833;12,65;30,3;22,429167;16,2;56;30;7;1,483333
14/05/2016;0;889,941667;15,05;28,5;22,9625;18,9;62,375;41;7,7;2,379167
15/05/2016;0;889,6875;15,304167;28,6;22,641667;18,4;64,916667;41;8,2;2,6875
16/05/2016;0;889,9;15,208333;27,6;20,316667;15,9;73,583333;44;6,6;1,604167
17/05/2016;2,8;888,4;15,65;28;21,454167;16;71,958333;42;5,2;1,183333
18/05/2016;0,2;888,4375;16,620833;27,4;21,429167;18,9;75,166667;48;8;1,8375
19/05/2016;0,2;888,858333;15,7625;28,5;22,008333;17,1;69,875;42;7,6;1,879167
20/05/2016;0;890,683333;15,166667;27,3;22,429167;18,4;64,416667;44;9,2;3,058333
